name,start,end,length,mfe,bestTSS,bestTSS_inside,mean_gc,mean_remap,cov_me3,cov_tfbs,cov_pol2,mean_pcons27,mean_pPcons27,mean_pPcons124
FBtr0336990.4,251526,251801,275,-96.95,31.0,31.0,48.8,29.9818,1.0,0.818182,0.6181818181818182,0.944876,2.4063,6.65704
FBtr0078143.3,251855,251924,69,-12.48,8.0,8.0,54.2029,28.5652,1.0,0.985507,0.4492753623188406,0.929551,2.39254,6.28788
FBtr0336990.3,251855,251924,69,-12.48,8.0,8.0,54.2029,28.5652,1.0,0.985507,0.4492753623188406,0.929551,2.39254,6.28788
FBtr0078143.2,251978,252166,188,-77.27,95.0,87.0,53.5106,75.2287,1.0,0.734043,1.0,0.92775,2.26969,5.0316
FBtr0336990.2,251978,252166,188,-77.27,95.0,87.0,53.5106,75.2287,1.0,0.734043,1.0,0.92775,2.26969,5.0316
FBtr0078143.1,252226,252373,147,-42.80,27426.0,27426.0,48.9796,342.354,1.0,0.979592,1.0,0.800932,1.73343,3.57295
FBtr0336990.1,252226,252373,147,-42.80,27426.0,27426.0,48.9796,342.354,1.0,0.979592,1.0,0.800932,1.73343,3.57295
FBtr0078140.5,252588,253145,557,-201.63,15.0,31.0,54.5781,47.7217,1.0,0.809695,0.9066427289048474,0.758504,1.83713,4.93999
FBtr0078141.5,252588,253145,557,-201.63,15.0,31.0,54.5781,47.7217,1.0,0.809695,0.9066427289048474,0.758504,1.83713,4.93999
FBtr0336989.5,252588,253145,557,-201.63,15.0,31.0,54.5781,47.7217,1.0,0.809695,0.9066427289048474,0.758504,1.83713,4.93999
FBtr0336989,252588,254750,2162,-873.68,138.0,184.0,51.5264,52.7259,1.0,0.885754,0.7793709528214616,0.728836,1.88124,5.6677
FBtr0078140,252588,271744,19156,-7333.69,46716.0,46716.0,45.6285,86.8696,1.0,0.93104,0.7492169555230737,0.609787,1.2099,2.19047
FBtr0078141,252588,271744,19156,-7333.69,46716.0,46716.0,45.6285,86.8696,1.0,0.93104,0.7492169555230737,0.609787,1.2099,2.19047
FBtr0078140.4,253219,253385,166,-58.85,26.0,65.0,52.5301,4.94578,1.0,0.933735,0.13855421686746988,0.71556,1.64662,4.4945
FBtr0078141.4,253219,253385,166,-58.85,26.0,65.0,52.5301,4.94578,1.0,0.933735,0.13855421686746988,0.71556,1.64662,4.4945
FBtr0336989.4,253219,253385,166,-58.85,26.0,65.0,52.5301,4.94578,1.0,0.933735,0.13855421686746988,0.71556,1.64662,4.4945
FBtr0078140.3,253445,253890,445,-181.62,22.0,184.0,53.0337,7.91011,1.0,0.858427,1.0,0.949596,2.81104,9.62338
FBtr0078141.3,253445,253890,445,-181.62,22.0,184.0,53.0337,7.91011,1.0,0.858427,1.0,0.949596,2.81104,9.62338
FBtr0336989.3,253445,253890,445,-181.62,22.0,184.0,53.0337,7.91011,1.0,0.858427,1.0,0.949596,2.81104,9.62338
FBtr0078140.2,253955,254397,442,-176.94,160.0,160.0,55.9729,8.36156,1.0,0.868778,1.0,0.859217,2.5235,8.78834
FBtr0336989.2,253955,254397,442,-176.94,160.0,160.0,55.9729,8.36156,1.0,0.868778,1.0,0.859217,2.5235,8.78834
FBtr0078141.2,253955,254424,469,-186.84,160.0,160.0,54.4136,8.36156,1.0,0.8742,1.0,0.815299,2.4108,8.3174
FBtr0336989.1,254561,254750,189,-70.99,138.0,17.0,54.0741,5.53439,1.0,0.989418,0.0,0.634984,1.11065,1.03481
FBtr0308252,259948,267505,7557,-2908.61,7375.0,7375.0,46.222,48.1507,1.0,0.933439,0.77689559348948,0.653595,1.2733,2.29285
FBtr0308252.1,259948,267505,7557,-2908.61,7375.0,7375.0,46.222,48.1507,1.0,0.933439,0.77689559348948,0.653595,1.2733,2.29285
FBtr0078142,263465,267505,4040,-1670.12,7375.0,7375.0,51.5347,40.1246,1.0,0.920297,0.8178217821782178,0.76857,1.60427,3.59579
FBtr0078142.1,263465,267505,4040,-1670.12,7375.0,7375.0,51.5347,40.1246,1.0,0.920297,0.8178217821782178,0.76857,1.60427,3.59579
FBtr0078127.1,269087,269389,302,-103.54,3574.0,3574.0,45.298,3.36755,1.0,0.963576,1.0,0.843199,1.77704,3.54257
FBtr0078127,269087,271626,2539,-960.69,3574.0,3574.0,47.4675,26.949,1.0,0.922804,0.7821977156360772,0.754747,1.58961,2.80297
FBtr0078127.2,269457,270606,1149,-400.30,8.0,38.0,48.094,11.3857,1.0,0.899043,0.7684943429068756,0.869372,1.87297,3.38224
FBtr0078127.3,270660,271626,966,-394.36,2.0,13.0,48.3023,47.0362,1.0,0.918219,0.7028985507246377,0.662466,1.34944,2.14796
FBtr0078140.1,271628,271744,116,-22.88,46716.0,46716.0,30.8621,463.259,1.0,0.991379,1.0,0.366078,0.550793,0.375353
FBtr0078141.1,271628,271744,116,-22.88,46716.0,46716.0,30.8621,463.259,1.0,0.991379,1.0,0.366078,0.550793,0.375353
FBtr0078139.2,271911,272506,595,-201.78,116.0,134.0,46.4538,106.336,1.0,0.927731,1.0,0.703097,1.43912,2.06368
FBtr0078139,271911,273715,1804,-696.01,81102.0,81102.0,49.1463,131.118,1.0,0.932927,1.0,0.445011,0.913233,1.19004
FBtr0078139.1,272554,273715,1161,-455.77,81102.0,81102.0,51.5418,102.636,1.0,0.92851,1.0,0.325148,0.660572,0.743002
FBtr0343777,273835,274694,859,-252.85,3771.0,31621.0,43.6787,270.992,1.0,0.933644,1.0,0.240814,0.508169,0.380587
FBtr0343777.1,273835,274694,859,-252.85,3771.0,31621.0,43.6787,270.992,1.0,0.933644,1.0,0.240814,0.508169,0.380587
FBtr0078128,273936,274766,830,-240.56,31621.0,31621.0,43.5904,240.158,1.0,0.936145,1.0,0.280465,0.58553,0.518034
FBtr0078128.1,273936,274766,830,-240.56,31621.0,31621.0,43.5904,240.158,1.0,0.936145,1.0,0.280465,0.58553,0.518034
FBtr0300804.4,274739,275251,512,-170.26,92.0,92.0,46.6406,11.168,1.0,0.955078,1.0,0.904898,2.06428,2.54322
FBtr0330648.4,274739,275251,512,-170.26,92.0,92.0,46.6406,11.168,1.0,0.955078,1.0,0.904898,2.06428,2.54322
FBtr0330649.4,274739,275251,512,-170.26,92.0,92.0,46.6406,11.168,1.0,0.955078,1.0,0.904898,2.06428,2.54322
FBtr0330650.4,274739,275251,512,-170.26,92.0,92.0,46.6406,11.168,1.0,0.955078,1.0,0.904898,2.06428,2.54322
FBtr0300804,274739,277212,2473,-919.09,22684.0,9820.0,47.1654,100.617,1.0,0.920744,1.0,0.799041,1.77409,2.18341
FBtr0330648,274739,277212,2473,-919.09,22684.0,9820.0,47.1654,100.617,1.0,0.920744,1.0,0.799041,1.77409,2.18341
FBtr0330649,274739,277212,2473,-919.09,22684.0,9820.0,47.1654,100.617,1.0,0.920744,1.0,0.799041,1.77409,2.18341
FBtr0330650,274739,278234,3495,-1329.40,419.0,22684.0,46.8326,288.288,1.0,0.929041,1.0,0.713441,1.55557,2.13606
FBtr0300804.3,275318,276497,1179,-454.63,40.0,121.0,50.0085,12.6612,1.0,0.892282,1.0,0.937857,2.11038,2.64806
FBtr0330648.3,275318,276497,1179,-454.63,40.0,121.0,50.0085,12.6612,1.0,0.892282,1.0,0.937857,2.11038,2.64806
FBtr0330649.3,275318,276497,1179,-454.63,40.0,121.0,50.0085,12.6612,1.0,0.892282,1.0,0.937857,2.11038,2.64806
FBtr0330650.3,275318,276497,1179,-454.63,40.0,121.0,50.0085,12.6612,1.0,0.892282,1.0,0.937857,2.11038,2.64806
FBtr0330648.2,276738,276897,159,-50.13,132.0,38.0,51.3208,139.031,1.0,0.91195,1.0,0.915245,2.05491,2.57233
FBtr0300804.2,276738,276903,165,-50.13,779.0,38.0,51.6364,142.127,1.0,0.909091,1.0,0.8942,2.01693,2.5295
FBtr0330649.2,276738,276903,165,-50.13,779.0,38.0,51.6364,142.127,1.0,0.909091,1.0,0.8942,2.01693,2.5295
FBtr0330650.2,276738,276903,165,-50.13,779.0,38.0,51.6364,142.127,1.0,0.909091,1.0,0.8942,2.01693,2.5295
FBtr0300804.1,276958,277212,254,-86.37,22684.0,9820.0,56.7717,611.732,1.0,0.968504,1.0,0.836028,1.56158,1.80466
FBtr0330648.1,276958,277212,254,-86.37,22684.0,9820.0,56.7717,611.732,1.0,0.968504,1.0,0.836028,1.56158,1.80466
FBtr0330650.1,276958,278234,1276,-496.72,419.0,22684.0,48.1661,699.31,1.0,0.952978,1.0,0.571943,1.13324,1.97831
FBtr0330649.1,276973,277212,239,-78.05,22684.0,9820.0,56.318,628.766,1.0,0.966527,1.0,0.858795,1.60163,1.87975
FBtr0078129.1,277581,277863,282,-82.49,8834.0,8834.0,41.0638,545.142,1.0,0.971631,1.0,0.543436,1.0259,1.12863
FBtr0078129,277581,282167,4586,-1673.06,8834.0,8834.0,43.5979,173.68,1.0,0.93611,0.9437418229393807,0.76186,1.98898,5.35078
FBtr0078129.2,277929,278323,394,-166.31,161.0,419.0,55.9898,207.716,1.0,0.888325,1.0,0.825482,2.00243,5.79801
FBtr0078129.3,278642,279124,482,-174.28,40.0,2011.0,48.0498,32.3838,1.0,0.946058,1.0,0.958485,3.18845,10.1435
FBtr0078129.4,279184,279805,621,-253.90,914.0,914.0,48.1159,7.19968,1.0,0.866345,1.0,0.976816,3.06684,9.42857
FBtr0078129.5,279869,280040,171,-47.39,29.0,14.0,40.0,2.69006,1.0,0.947368,1.0,0.965556,2.73316,7.91803
FBtr0078129.6,280109,282167,2058,-683.80,26.0,565.0,42.1672,13.3705,1.0,0.959184,0.8746355685131195,0.799249,1.87846,4.52777
FBtr0343780.2,281669,282505,836,-290.23,31.0,275.0,41.0526,24.3937,1.0,0.966507,1.0,0.78838,1.50079,3.26167
FBtr0343780,281669,283195,1526,-591.36,30916.0,30916.0,45.557,130.941,1.0,0.954784,1.0,0.758265,1.48722,3.49863
FBtr0078137.2,281970,282505,535,-186.46,31.0,275.0,43.9252,34.5944,1.0,0.951402,1.0,0.865,1.84442,4.61373
FBtr0343779.2,281970,282505,535,-186.46,31.0,275.0,43.9252,34.5944,1.0,0.951402,1.0,0.865,1.84442,4.61373
FBtr0343779,281970,283195,1225,-487.17,30916.0,30916.0,47.9184,156.849,1.0,0.94449,1.0,0.784327,1.63397,4.14734
FBtr0078137,281970,283269,1299,-515.76,4535.0,30916.0,47.8676,181.817,1.0,0.946882,1.0,0.76091,1.56992,3.94857
FBtr0343779.1,282653,283195,542,-226.08,30916.0,30916.0,53.5424,237.474,1.0,0.928044,1.0,0.829906,1.72311,4.51435
FBtr0343780.1,282653,283195,542,-226.08,30916.0,30916.0,53.5424,237.474,1.0,0.928044,1.0,0.829906,1.72311,4.51435
FBtr0078137.1,282653,283269,616,-253.81,4535.0,30916.0,52.7597,297.62,1.0,0.931818,1.0,0.775049,1.57735,4.0511
FBtr0078136.3,283384,284210,826,-256.80,46.0,180.0,41.3317,157.95,1.0,0.941889,0.715496368038741,0.779705,1.79675,4.11432
FBtr0113009.4,283384,284210,826,-256.80,46.0,180.0,41.3317,157.95,1.0,0.941889,0.715496368038741,0.779705,1.79675,4.11432
FBtr0343778.4,283384,284210,826,-256.80,46.0,180.0,41.3317,157.95,1.0,0.941889,0.715496368038741,0.779705,1.79675,4.11432
FBtr0078136,283384,285726,2342,-760.40,316733.0,316733.0,41.6738,170.276,1.0,0.938514,0.8138343296327925,0.587338,1.30426,3.14851
FBtr0113009,283384,291795,8411,-3006.59,28993.0,316733.0,42.6513,190.77,1.0,0.930924,0.741172274402568,0.561819,1.1454,2.01278
FBtr0343778,283384,291795,8411,-3006.59,28993.0,316733.0,42.6513,190.77,1.0,0.930924,0.741172274402568,0.561819,1.1454,2.01278
FBtr0078135.3,283661,284210,549,-196.44,46.0,180.0,45.7195,37.3078,1.0,0.932605,0.8561020036429873,0.771169,2.01763,5.60046
FBtr0078135,283661,286531,2870,-959.11,185659.0,316733.0,42.1812,305.342,1.0,0.941812,0.8195121951219512,0.501256,1.11063,2.6449
FBtr0078135.2,284747,284968,221,-84.09,231.0,420.0,53.1222,27.3891,1.0,0.963801,1.0,0.982045,2.86884,9.38442
FBtr0078136.2,284747,284968,221,-84.09,231.0,420.0,53.1222,27.3891,1.0,0.963801,1.0,0.982045,2.86884,9.38442
FBtr0113009.3,284747,284968,221,-84.09,231.0,420.0,53.1222,27.3891,1.0,0.963801,1.0,0.982045,2.86884,9.38442
FBtr0343778.3,284747,284968,221,-84.09,231.0,420.0,53.1222,27.3891,1.0,0.963801,1.0,0.982045,2.86884,9.38442
FBtr0078136.1,285432,285726,294,-116.51,316733.0,316733.0,54.4218,568.67,1.0,0.880952,1.0,0.959405,1.88792,3.97805
FBtr0078135.1,286306,286531,225,-73.76,185659.0,185659.0,48.8,501.751,1.0,0.96,0.7644444444444445,0.902356,1.77386,2.35817
FBtr0078134,287251,288932,1681,-713.93,36234.0,589.0,50.3153,8.18721,1.0,0.899465,0.8453301606186794,0.618087,1.35919,2.7988
FBtr0078134.1,287251,288932,1681,-713.93,36234.0,589.0,50.3153,8.18721,1.0,0.899465,0.8453301606186794,0.618087,1.35919,2.7988
FBtr0330647,287251,289144,1893,-784.04,4.0,36234.0,49.2235,8.23767,1.0,0.906498,0.844162704701532,0.60353,1.28745,2.58324
FBtr0330647.1,287251,289144,1893,-784.04,4.0,36234.0,49.2235,8.23767,1.0,0.906498,0.844162704701532,0.60353,1.28745,2.58324
FBtr0113009.2,290812,291031,219,-63.26,8.0,22.0,49.0411,3.58447,1.0,0.958904,1.0,0.961283,2.3589,5.35579
FBtr0343778.2,290812,291031,219,-63.26,8.0,22.0,49.0411,3.58447,1.0,0.958904,1.0,0.961283,2.3589,5.35579
FBtr0113009.1,291606,291795,189,-67.85,28993.0,28993.0,52.6984,106.376,1.0,0.883598,0.6507936507936508,0.831698,1.67115,1.78086
FBtr0343778.1,291660,291795,135,-45.38,28993.0,28993.0,52.5926,128.422,1.0,0.866667,0.9111111111111111,0.841948,1.69182,1.80996
FBtr0078130.1,292418,292660,242,-84.43,7630.0,7630.0,49.6694,393.537,1.0,0.942149,1.0,0.640702,1.57476,2.77011
FBtr0078130,292418,293222,804,-283.45,7630.0,7630.0,46.6915,283.424,1.0,0.931592,0.9751243781094527,0.416419,1.01251,2.00737
FBtr0078130.2,292716,293222,506,-169.22,189.0,188.0,45.9289,104.263,1.0,0.932806,0.9604743083003953,0.315921,0.772435,1.66807
FBtr0333408.2,292958,294372,1414,-569.14,37.0,1268.0,49.6322,78.2669,1.0,0.923621,0.862093352192362,0.699351,2.0935,5.69214
FBtr0333408,292958,294681,1723,-678.53,42172.0,42172.0,48.7754,91.897,1.0,0.928613,0.8868253047011028,0.708259,2.04123,5.31277
FBtr0078133.2,293352,294372,1020,-444.26,37.0,1268.0,53.7843,46.3343,1.0,0.903922,0.9558823529411765,0.932156,2.81793,7.78909
FBtr0078133,293352,294681,1329,-553.10,42172.0,42172.0,51.7081,86.0518,1.0,0.923251,0.9661399548532731,0.889576,2.58173,6.8097
FBtr0078133.1,294440,294681,241,-70.13,42172.0,42172.0,45.7261,203.71,1.0,0.937759,1.0,0.836581,2.00327,3.7763
FBtr0333408.1,294440,294681,241,-70.13,42172.0,42172.0,45.7261,203.71,1.0,0.937759,1.0,0.836581,2.00327,3.7763
FBtr0078131.1,295121,295280,159,-33.51,14333.0,14333.0,40.7547,555.591,1.0,0.993711,1.0,0.645264,1.35778,1.51439
FBtr0078131,295121,297449,2328,-855.56,14333.0,14333.0,48.3763,281.506,1.0,0.929983,1.0,0.859536,2.33719,6.2084
FBtr0078131.2,295345,295628,283,-113.25,213.0,253.0,56.8198,195.36,1.0,0.897527,1.0,0.953018,2.60242,6.27305
FBtr0078131.3,295703,296811,1108,-454.42,132.0,675.0,54.0072,189.895,1.0,0.91426,1.0,0.949008,2.91709,9.31905
FBtr0078131.4,296976,297449,473,-111.52,37.0,249.0,38.8584,107.082,1.0,0.970402,1.0,0.944328,2.11787,3.455
FBtr0331205.1,297879,298403,524,-176.77,22373.0,22373.0,47.5954,805.691,1.0,0.938931,1.0,0.763298,1.22971,1.18159
FBtr0331208.1,297879,298403,524,-176.77,22373.0,22373.0,47.5954,805.691,1.0,0.938931,1.0,0.763298,1.22971,1.18159
FBtr0331205,297879,303934,6055,-2284.10,22373.0,22373.0,43.8547,161.472,1.0,0.931957,1.0,0.61609,1.11218,1.96287
FBtr0331208,297879,305233,7354,-2626.66,22373.0,22373.0,41.3435,169.386,1.0,0.938129,1.0,0.660725,1.22039,1.89458
FBtr0331205.2,299032,299918,886,-386.56,68.0,158.0,54.8533,23.2314,1.0,0.882619,1.0,0.826046,1.90663,5.41538
FBtr0331208.2,299032,299918,886,-386.56,68.0,158.0,54.8533,23.2314,1.0,0.882619,1.0,0.826046,1.90663,5.41538
FBtr0331207.1,301705,301944,239,-67.53,295.0,130.0,35.3975,36.3975,1.0,0.983264,1.0,0.193536,0.297259,0.276079
FBtr0331206,301705,305233,3528,-1116.04,295.0,1017.0,36.9785,37.9841,1.0,0.954365,1.0,0.768037,1.47882,2.01414
FBtr0331206.1,301705,305233,3528,-1116.04,295.0,1017.0,36.9785,37.9841,1.0,0.954365,1.0,0.768037,1.47882,2.01414
FBtr0331207,301705,305233,3528,-1116.04,295.0,1017.0,36.9785,37.9841,1.0,0.954365,1.0,0.768037,1.47882,2.01414
FBtr0331205.3,302025,303934,1909,-675.28,18.0,44.0,42.4096,25.0276,1.0,0.945521,1.0,0.792372,1.50172,2.58081
FBtr0331207.2,302025,305233,3208,-1014.58,18.0,1017.0,37.2382,35.7718,1.0,0.95293,1.0,0.823312,1.59203,2.17406
FBtr0331208.3,302025,305233,3208,-1014.58,18.0,1017.0,37.2382,35.7718,1.0,0.95293,1.0,0.823312,1.59203,2.17406
FBtr0078047.1,305934,306389,455,-147.66,71440.0,71440.0,42.3736,591.782,1.0,0.993407,1.0,0.684316,0.810576,0.861712
FBtr0078049.1,305934,306389,455,-147.66,71440.0,71440.0,42.3736,591.782,1.0,0.993407,1.0,0.684316,0.810576,0.861712
FBtr0330673.1,305934,306389,455,-147.66,71440.0,71440.0,42.3736,591.782,1.0,0.993407,1.0,0.684316,0.810576,0.861712
FBtr0078048.1,310199,310605,406,-134.98,26191.0,26191.0,45.468,184.239,1.0,0.945813,1.0,0.780246,1.51625,1.59218
FBtr0078050.1,310199,310605,406,-134.98,26191.0,26191.0,45.468,184.239,1.0,0.945813,1.0,0.780246,1.51625,1.59218
FBtr0330674.1,310199,310605,406,-134.98,26191.0,26191.0,45.468,184.239,1.0,0.945813,1.0,0.780246,1.51625,1.59218
FBtr0078047.2,317742,318120,378,-129.38,50.0,78.0,49.3651,7.82011,1.0,0.978836,0.2566137566137566,0.688183,1.4242,2.09725
FBtr0078048.2,317742,318120,378,-129.38,50.0,78.0,49.3651,7.82011,1.0,0.978836,0.2566137566137566,0.688183,1.4242,2.09725
FBtr0078049.2,317742,318120,378,-129.38,50.0,78.0,49.3651,7.82011,1.0,0.978836,0.2566137566137566,0.688183,1.4242,2.09725
FBtr0078050.2,317742,318120,378,-129.38,50.0,78.0,49.3651,7.82011,1.0,0.978836,0.2566137566137566,0.688183,1.4242,2.09725
FBtr0330673.2,317742,318120,378,-129.38,50.0,78.0,49.3651,7.82011,1.0,0.978836,0.2566137566137566,0.688183,1.4242,2.09725
FBtr0330674.2,317742,318120,378,-129.38,50.0,78.0,49.3651,7.82011,1.0,0.978836,0.2566137566137566,0.688183,1.4242,2.09725
FBtr0078099,318361,319259,898,-368.23,25356.0,25356.0,52.4944,21.3764,1.0,0.899777,0.9064587973273942,0.542654,1.18159,2.93564
FBtr0078099.1,318361,319259,898,-368.23,25356.0,25356.0,52.4944,21.3764,1.0,0.899777,0.9064587973273942,0.542654,1.18159,2.93564
FBtr0078098,320278,321248,970,-397.48,93452.0,93452.0,53.7113,12.7058,1.0,0.920619,0.7525773195876289,0.858038,1.93059,3.18026
FBtr0078098.1,320278,321248,970,-397.48,93452.0,93452.0,53.7113,12.7058,1.0,0.920619,0.7525773195876289,0.858038,1.93059,3.18026
FBtr0078052,322100,323091,991,-433.77,14152.0,14152.0,54.3088,82.4894,1.0,0.900101,0.6811301715438951,0.8086,1.56751,2.34591
FBtr0078052.1,322100,323091,991,-433.77,14152.0,14152.0,54.3088,82.4894,1.0,0.900101,0.6811301715438951,0.8086,1.56751,2.34591
FBtr0330695.2,325521,326061,540,-176.92,10.0,58.0,46.1111,2.60307,1.0,0.948148,0.7574074074074074,0.500617,1.29814,3.64393
FBtr0330695,325521,329761,4240,-1549.77,6611.0,142.0,46.8443,9.29235,1.0,0.927594,0.5330188679245284,0.407003,0.708442,0.882348
FBtr0078047.3,325677,325824,147,-47.68,17.0,17.0,55.3741,3.06803,1.0,0.931973,1.0,0.99283,3.06586,10.2825
FBtr0078048.3,325677,325824,147,-47.68,17.0,17.0,55.3741,3.06803,1.0,0.931973,1.0,0.99283,3.06586,10.2825
FBtr0078049.3,325677,325824,147,-47.68,17.0,17.0,55.3741,3.06803,1.0,0.931973,1.0,0.99283,3.06586,10.2825
FBtr0078050.3,325677,325824,147,-47.68,17.0,17.0,55.3741,3.06803,1.0,0.931973,1.0,0.99283,3.06586,10.2825
FBtr0330673.3,325677,325824,147,-47.68,17.0,17.0,55.3741,3.06803,1.0,0.931973,1.0,0.99283,3.06586,10.2825
FBtr0330674.3,325677,325824,147,-47.68,17.0,17.0,55.3741,3.06803,1.0,0.931973,1.0,0.99283,3.06586,10.2825
FBtr0330696,327428,329761,2333,-838.70,6611.0,142.0,49.2413,12.0049,1.0,0.911702,0.7243891984569224,0.343858,0.629,0.448904
FBtr0330696.1,327428,329761,2333,-838.70,6611.0,142.0,49.2413,12.0049,1.0,0.911702,0.7243891984569224,0.343858,0.629,0.448904
FBtr0330695.1,328592,329761,1169,-432.24,6611.0,107.0,50.8811,10.4714,1.0,0.893071,0.8212147134302823,0.444531,0.85502,0.60534
FBtr0078096,329909,332335,2426,-833.02,1470.0,1470.0,45.9192,6.21202,1.0,0.931987,0.7802967848309975,0.31338,0.588499,0.469164
FBtr0078096.1,329909,332335,2426,-833.02,1470.0,1470.0,45.9192,6.21202,1.0,0.931987,0.7802967848309975,0.31338,0.588499,0.469164
FBtr0078047.4,334119,334257,138,-48.45,18.0,18.0,60.5797,12.1014,1.0,0.797101,0.0,0.992978,3.33581,10.6661
FBtr0078048.4,334119,334257,138,-48.45,18.0,18.0,60.5797,12.1014,1.0,0.797101,0.0,0.992978,3.33581,10.6661
FBtr0078049.4,334119,334257,138,-48.45,18.0,18.0,60.5797,12.1014,1.0,0.797101,0.0,0.992978,3.33581,10.6661
FBtr0078050.4,334119,334257,138,-48.45,18.0,18.0,60.5797,12.1014,1.0,0.797101,0.0,0.992978,3.33581,10.6661
FBtr0330673.4,334119,334257,138,-48.45,18.0,18.0,60.5797,12.1014,1.0,0.797101,0.0,0.992978,3.33581,10.6661
FBtr0330674.4,334119,334257,138,-48.45,18.0,18.0,60.5797,12.1014,1.0,0.797101,0.0,0.992978,3.33581,10.6661
FBtr0078047.5,335414,335548,134,-48.26,7.0,7.0,54.7761,14.2761,1.0,0.820896,0.6194029850746269,0.996761,3.38917,9.86999
FBtr0078048.5,335414,335548,134,-48.26,7.0,7.0,54.7761,14.2761,1.0,0.820896,0.6194029850746269,0.996761,3.38917,9.86999
FBtr0078049.5,335414,335548,134,-48.26,7.0,7.0,54.7761,14.2761,1.0,0.820896,0.6194029850746269,0.996761,3.38917,9.86999
FBtr0078050.5,335414,335548,134,-48.26,7.0,7.0,54.7761,14.2761,1.0,0.820896,0.6194029850746269,0.996761,3.38917,9.86999
FBtr0330673.5,335414,335548,134,-48.26,7.0,7.0,54.7761,14.2761,1.0,0.820896,0.6194029850746269,0.996761,3.38917,9.86999
FBtr0330674.5,335414,335548,134,-48.26,7.0,7.0,54.7761,14.2761,1.0,0.820896,0.6194029850746269,0.996761,3.38917,9.86999
FBtr0078047.6,336017,336203,186,-66.37,14.0,14.0,47.5269,72.4247,1.0,0.967742,1.0,0.998995,3.56364,10.4372
FBtr0078048.6,336017,336203,186,-66.37,14.0,14.0,47.5269,72.4247,1.0,0.967742,1.0,0.998995,3.56364,10.4372
FBtr0078049.6,336017,336203,186,-66.37,14.0,14.0,47.5269,72.4247,1.0,0.967742,1.0,0.998995,3.56364,10.4372
FBtr0078050.6,336017,336203,186,-66.37,14.0,14.0,47.5269,72.4247,1.0,0.967742,1.0,0.998995,3.56364,10.4372
FBtr0330673.6,336017,336203,186,-66.37,14.0,14.0,47.5269,72.4247,1.0,0.967742,1.0,0.998995,3.56364,10.4372
FBtr0330674.6,336017,336203,186,-66.37,14.0,14.0,47.5269,72.4247,1.0,0.967742,1.0,0.998995,3.56364,10.4372
FBtr0078047.7,336348,336546,198,-70.78,18.0,50.0,54.6465,47.7525,1.0,0.984848,1.0,0.993672,3.44723,10.4982
FBtr0078048.7,336348,336546,198,-70.78,18.0,50.0,54.6465,47.7525,1.0,0.984848,1.0,0.993672,3.44723,10.4982
FBtr0078049.7,336348,336546,198,-70.78,18.0,50.0,54.6465,47.7525,1.0,0.984848,1.0,0.993672,3.44723,10.4982
FBtr0078050.7,336348,336546,198,-70.78,18.0,50.0,54.6465,47.7525,1.0,0.984848,1.0,0.993672,3.44723,10.4982
FBtr0330673.7,336348,336546,198,-70.78,18.0,50.0,54.6465,47.7525,1.0,0.984848,1.0,0.993672,3.44723,10.4982
FBtr0330674.7,336348,336546,198,-70.78,18.0,50.0,54.6465,47.7525,1.0,0.984848,1.0,0.993672,3.44723,10.4982
FBtr0078047.8,337015,337198,183,-63.62,10.0,10.0,56.1749,24.5191,1.0,0.89071,0.8524590163934426,0.995432,3.68876,11.1528
FBtr0078048.8,337015,337198,183,-63.62,10.0,10.0,56.1749,24.5191,1.0,0.89071,0.8524590163934426,0.995432,3.68876,11.1528
FBtr0078049.8,337015,337198,183,-63.62,10.0,10.0,56.1749,24.5191,1.0,0.89071,0.8524590163934426,0.995432,3.68876,11.1528
FBtr0078050.8,337015,337198,183,-63.62,10.0,10.0,56.1749,24.5191,1.0,0.89071,0.8524590163934426,0.995432,3.68876,11.1528
FBtr0330674.8,337015,337198,183,-63.62,10.0,10.0,56.1749,24.5191,1.0,0.89071,0.8524590163934426,0.995432,3.68876,11.1528
FBtr0078047.9,337937,338118,181,-57.73,38.0,36.0,51.9337,7.77901,1.0,0.906077,1.0,0.998497,4.00316,11.6774
FBtr0078048.9,337937,338118,181,-57.73,38.0,36.0,51.9337,7.77901,1.0,0.906077,1.0,0.998497,4.00316,11.6774
FBtr0078049.9,337937,338118,181,-57.73,38.0,36.0,51.9337,7.77901,1.0,0.906077,1.0,0.998497,4.00316,11.6774
FBtr0078050.9,337937,338118,181,-57.73,38.0,36.0,51.9337,7.77901,1.0,0.906077,1.0,0.998497,4.00316,11.6774
FBtr0330673.8,337937,338118,181,-57.73,38.0,36.0,51.9337,7.77901,1.0,0.906077,1.0,0.998497,4.00316,11.6774
FBtr0330674.9,337937,338118,181,-57.73,38.0,36.0,51.9337,7.77901,1.0,0.906077,1.0,0.998497,4.00316,11.6774
FBtr0078047.10,339206,339441,235,-65.45,34.0,34.0,52.2553,10.9404,1.0,0.953191,1.0,0.976583,3.19256,9.25031
FBtr0078048.10,339206,339441,235,-65.45,34.0,34.0,52.2553,10.9404,1.0,0.953191,1.0,0.976583,3.19256,9.25031
FBtr0078049.10,339206,339441,235,-65.45,34.0,34.0,52.2553,10.9404,1.0,0.953191,1.0,0.976583,3.19256,9.25031
FBtr0078050.10,339206,339441,235,-65.45,34.0,34.0,52.2553,10.9404,1.0,0.953191,1.0,0.976583,3.19256,9.25031
