name,start,end,length,bestTSS,bestTSS_inside,mean_gc,mean_remap,cov_me3,cov_tfbs,cov_pol2,mean_pcons27,mean_pPcons27,mean_pPcons124
FBtr0345980.2,4730796,4731395,599,11.0,15.0,48.9149,7.36707,1.0,0.959933,1.0,0.866741,0.450521,0.886681
FBtr0347293,4782891,4785543,2652,7386.0,7386.0,38.816,258.573,0.9671945701357466,0.96003,1.0,0.45777,0.206025,1.09446
FBtr0347293.1,4782891,4785543,2652,7386.0,7386.0,38.816,258.573,0.9671945701357466,0.96003,1.0,0.45777,0.206025,1.09446
FBtr0479963,4788762,4792413,3651,3976.0,3976.0,32.1446,149.392,0.4500136948781156,0.971515,0.7811558477129553,0.664303,0.352497,0.403447
FBtr0479963.1,4788762,4792413,3651,3976.0,3976.0,32.1446,149.392,0.4500136948781156,0.971515,0.7811558477129553,0.664303,0.352497,0.403447
FBtr0479962.1,4789118,4789914,796,693.0,120.0,31.0804,217.112,1.0,0.963568,1.0,0.683611,0.350474,0.653749
FBtr0479962,4789118,4801505,12387,693.0,1599.0,42.0182,108.605,0.4720271252119157,0.937596,0.5906191975458142,0.185598,0.0999147,0.164908
FBtr0479964,4792868,4794974,2106,1.0,14.0,45.1947,11.1287,0.03276353276353276,0.911206,0.37511870845204176,0.0,0.0,0.0914634
FBtr0479964.1,4792868,4794974,2106,1.0,14.0,45.1947,11.1287,0.03276353276353276,0.911206,0.37511870845204176,0.0,0.0,0.0914634
FBtr0479962.2,4800841,4801505,664,18.0,1599.0,49.1265,266.765,0.0,0.908133,0.677710843373494,0.0,0.0,0.0
FBtr0479965.1,4802419,4805210,2791,13.0,22.0,37.2985,212.441,1.0,0.952347,0.6492296667860982,0.0,0.0,0.260946
FBtr0479965,4802419,4815130,12711,13.0,44.0,40.996,153.577,0.4113759735662025,0.93777,0.18558728660215562,0.00136205,-0.000856581,0.0577768
FBtr0306314.1,5127248,5127342,94,1009.0,408.0,42.3404,8.10638,1.0,0.93617,1.0,0.0,0.0,0.114266
FBtr0306314,5127248,5129296,2048,1009.0,17203.0,31.0059,464.812,1.0,0.978516,0.73291015625,0.0995156,0.0128101,0.202832
FBtr0306314.2,5127402,5127523,121,30.0,30.0,41.3223,13.3636,1.0,0.917355,1.0,0.0,0.0,0.228694
FBtr0306315.1,5128466,5128513,47,29.0,13.0,34.8936,586.085,1.0,1.0,0.0,0.281404,0.140766,0.375106
FBtr0306315,5128466,5129296,830,29.0,42.0,30.988,418.911,1.0,0.991566,0.41686746987951806,0.0252157,-0.0184048,0.211936
FBtr0306314.3,5128972,5129296,324,4.0,42.0,34.7531,306.694,1.0,0.981481,0.8209876543209876,0.0,0.0,0.170015
FBtr0306315.2,5128972,5129296,324,4.0,42.0,34.7531,306.694,1.0,0.981481,0.8209876543209876,0.0,0.0,0.170015
FBtr0335256.1,5253944,5254465,521,245.0,245.0,43.6084,9.38388,1.0,0.946257,0.7850287907869482,0.816971,0.46886,1.33717
FBtr0335257.1,5253944,5254465,521,245.0,245.0,43.6084,9.38388,1.0,0.946257,0.7850287907869482,0.816971,0.46886,1.33717
FBtr0308117,5253944,5255295,1351,245.0,245.0,43.9822,9.54251,1.0,0.957069,0.6980014803849001,0.382709,0.210591,1.31555
FBtr0308117.1,5253944,5255295,1351,245.0,245.0,43.9822,9.54251,1.0,0.957069,0.6980014803849001,0.382709,0.210591,1.31555
FBtr0335256,5253944,5255295,1351,245.0,245.0,43.9822,9.54251,1.0,0.957069,0.6980014803849001,0.382709,0.210591,1.31555
FBtr0335257,5253944,5255295,1351,245.0,245.0,43.9822,9.54251,1.0,0.957069,0.6980014803849001,0.382709,0.210591,1.31555
FBtr0335256.2,5254520,5255295,775,4.0,5.0,44.5161,5.79808,1.0,0.96129,0.6180645161290322,0.0730477,0.0225729,1.21967
FBtr0335257.2,5254528,5255295,767,4.0,5.0,44.6154,5.74805,1.0,0.960887,0.6140808344198174,0.0637275,0.0193442,1.21507
FBtr0302350.1,5363252,5363495,243,200.0,6474.0,29.0535,513.51,1.0,0.954733,1.0,0.417765,0.117156,0.0429918
FBtr0335261.1,5363252,5363495,243,200.0,6474.0,29.0535,513.51,1.0,0.954733,1.0,0.417765,0.117156,0.0429918
FBtr0302350,5363252,5367357,4105,200.0,6474.0,42.056,145.527,1.0,0.945189,0.5473812423873325,0.115331,-0.0198568,0.140811
FBtr0335261,5363252,5367357,4105,200.0,6474.0,42.056,145.527,1.0,0.945189,0.5473812423873325,0.115331,-0.0198568,0.140811
FBtr0335261.2,5364209,5364375,166,154.0,154.0,49.5181,20.7289,1.0,0.963855,0.5421686746987951,0.000373494,-0.0440301,0.216337
FBtr0302350.2,5364270,5364375,105,154.0,154.0,51.4286,21.181,1.0,1.0,0.2761904761904762,0.0,0.0,0.0945238
FBtr0302350.3,5364454,5364576,122,62.0,62.0,42.2951,12.2787,1.0,0.934426,0.0,0.0331967,-0.124902,-0.0165
FBtr0335261.3,5364454,5364576,122,62.0,62.0,42.2951,12.2787,1.0,0.934426,0.0,0.0331967,-0.124902,-0.0165
FBtr0302350.4,5364650,5365205,555,15.0,509.0,48.8288,83.4486,1.0,0.911712,0.7009009009009008,0.110086,-0.00296396,0.0945153
FBtr0335261.4,5364650,5365205,555,15.0,509.0,48.8288,83.4486,1.0,0.911712,0.7009009009009008,0.110086,-0.00296396,0.0945153
FBtr0302350.5,5365290,5365560,270,3.0,6.0,55.9259,37.5889,1.0,0.940741,0.5037037037037037,0.0312074,-0.193489,0.279433
FBtr0335261.5,5365290,5365560,270,3.0,6.0,55.9259,37.5889,1.0,0.940741,0.5037037037037037,0.0312074,-0.193489,0.279433
FBtr0302350.6,5365619,5366092,473,4.0,3.0,51.7125,48.1264,1.0,0.938689,0.40169133192389006,0.279647,0.126801,0.448778
FBtr0335261.6,5365619,5366092,473,4.0,3.0,51.7125,48.1264,1.0,0.938689,0.40169133192389006,0.279647,0.126801,0.448778
FBtr0302350.7,5366468,5366737,269,3.0,3.0,42.4535,87.9219,1.0,0.962825,1.0,0.00421561,-0.0795836,0.0734126
FBtr0335261.7,5366468,5366737,269,3.0,3.0,42.4535,87.9219,1.0,0.962825,1.0,0.00421561,-0.0795836,0.0734126
FBtr0302350.8,5366803,5367357,554,3.0,3.0,42.8881,170.913,1.0,0.954874,0.0,0.00501083,-0.067296,0.045787
FBtr0335261.8,5366803,5367357,554,3.0,3.0,42.8881,170.913,1.0,0.954874,0.0,0.00501083,-0.067296,0.045787
FBtr0345990,5663908,5664615,707,263.0,263.0,34.6535,392.249,1.0,0.968883,0.7623762376237624,0.640741,0.249849,0.148785
FBtr0345990.1,5663908,5664615,707,263.0,263.0,34.6535,392.249,1.0,0.968883,0.7623762376237624,0.640741,0.249849,0.148785
FBtr0335264,5884893,5886495,1602,29.0,162.0,36.9164,84.8081,1.0,0.947566,0.11235955056179775,0.455161,0.789592,0.867722
FBtr0335264.1,5884893,5886495,1602,29.0,162.0,36.9164,84.8081,1.0,0.947566,0.11235955056179775,0.455161,0.789592,0.867722
FBtr0335265.1,5937399,5937879,480,1322.0,77.0,50.4167,346.071,1.0,0.945833,0.1875,0.650371,1.22722,1.47687
FBtr0335265,5937399,5938994,1595,1322.0,77.0,49.0031,281.285,1.0,0.940439,0.3385579937304075,0.720058,1.34701,1.5329
FBtr0335265.2,5938625,5938994,369,22.0,26.0,48.9973,147.661,1.0,0.926829,0.21680216802168023,0.774024,1.18623,1.2105
FBtr0415461,5957587,5959299,1712,6.0,576.0,52.5,54.1534,1.0,0.925818,0.8557242990654206,0.849704,0.791019,3.9493
FBtr0415461.1,5957587,5959299,1712,6.0,576.0,52.5,54.1534,1.0,0.925818,0.8557242990654206,0.849704,0.791019,3.9493
FBtr0335268.2,5967396,5967559,163,3.0,4.0,32.5153,317.528,1.0,0.944785,1.0,0.550411,0.370724,0.382712
FBtr0335267,5967396,5967746,350,310.0,120.0,32.5143,494.746,1.0,0.945714,1.0,0.609994,0.371729,0.390943
FBtr0335267.1,5967396,5967746,350,310.0,120.0,32.5143,494.746,1.0,0.945714,1.0,0.609994,0.371729,0.390943
FBtr0335268,5967396,5967746,350,310.0,120.0,32.5143,494.746,1.0,0.945714,1.0,0.609994,0.371729,0.390943
FBtr0335268.1,5967678,5967746,68,310.0,120.0,31.7647,726.794,1.0,1.0,1.0,0.808353,0.516544,0.604779
FBtr0335288,6047169,6047738,569,1.0,267.0,43.6907,4.48506,1.0,0.931459,0.351493848857645,0.455357,0.812293,0.891178
FBtr0335288.1,6047169,6047738,569,1.0,267.0,43.6907,4.48506,1.0,0.931459,0.351493848857645,0.455357,0.812293,0.891178
FBtr0335287,6068794,6069795,1001,238.0,238.0,47.4126,16.2008,0.0,0.949051,0.939060939060939,0.519468,0.748084,0.712083
FBtr0335287.1,6068794,6069795,1001,238.0,238.0,47.4126,16.2008,0.0,0.949051,0.939060939060939,0.519468,0.748084,0.712083
FBtr0344875.1,6158596,6159023,427,29.0,72.0,47.7283,228.044,1.0,0.885246,1.0,0.751417,1.70277,2.41973
FBtr0344875,6158596,6159635,1039,29.0,72.0,45.0818,269.851,1.0,0.92974,1.0,0.434021,0.830177,1.17673
FBtr0344875.2,6159119,6159635,516,2.0,10.0,42.1705,248.264,1.0,0.955426,1.0,0.102612,0.0714787,0.161213
FBtr0336521.3,6216196,6216603,407,4.0,30.0,38.6241,20.6192,1.0,0.963145,0.4201474201474201,0.343929,0.438319,0.404575
FBtr0336522.2,6216196,6216603,407,4.0,30.0,38.6241,20.6192,1.0,0.963145,0.4201474201474201,0.343929,0.438319,0.404575
FBtr0336521,6216196,6216894,698,230.0,30.0,34.8997,20.1619,1.0,0.961318,0.6404011461318052,0.203994,0.200266,0.161524
FBtr0336522,6216196,6218619,2423,10.0,230.0,34.9154,36.343,1.0,0.972761,0.896409409822534,0.12836,0.0770549,0.205896
FBtr0336521.2,6216685,6216737,52,4.0,4.0,45.7692,9.57692,1.0,0.923077,1.0,0.00125,-0.198865,-0.304788
FBtr0336521.1,6216824,6216894,70,230.0,5.0,27.7143,5.4,1.0,1.0,1.0,0.0205429,0.0766,0.0327
FBtr0336522.1,6218439,6218619,180,10.0,10.0,47.5556,84.7667,1.0,0.972222,1.0,0.161089,0.222817,0.24285
FBtr0347304.2,6501031,6501595,564,50.0,787.0,43.156,247.209,0.2127659574468085,0.945035,1.0,0.859592,1.20061,1.08723
FBtr0347304,6501031,6501772,741,422.0,787.0,44.7233,296.646,0.16194331983805668,0.944669,1.0,0.840054,1.26856,1.21261
FBtr0347304.1,6501672,6501772,100,422.0,422.0,56.6,497.66,0.0,0.96,1.0,0.66793,1.77128,2.00223
FBtr0344903.2,6508894,6509467,573,4.0,9.0,42.0593,14.096,1.0,0.970332,0.7853403141361257,0.510147,0.999065,1.04131
FBtr0344903,6508894,6510295,1401,2.0,9.0,39.7002,10.0183,1.0,0.950749,0.7494646680942184,0.512408,0.815666,0.757183
FBtr0344903.1,6509691,6510295,604,2.0,6.0,40.298,8.0447,1.0,0.923841,0.6225165562913907,0.703684,1.00586,0.840546
FBtr0332951,6532594,6533595,1001,3179.0,3179.0,49.97,144.731,1.0,0.944056,0.7422577422577422,0.652302,1.20346,1.25448
FBtr0332951.1,6532594,6533595,1001,3179.0,3179.0,49.97,144.731,1.0,0.944056,0.7422577422577422,0.652302,1.20346,1.25448
FBtr0473389,6615751,6615923,172,2694.0,14.0,37.4419,3.0,1.0,0.912791,1.0,0.00215116,-0.133529,0.128384
FBtr0473389.1,6615751,6615923,172,2694.0,14.0,37.4419,3.0,1.0,0.912791,1.0,0.00215116,-0.133529,0.128384
FBtr0344904.2,6663394,6664056,662,322.0,536.0,49.6375,257.867,0.9879154078549849,0.932024,1.0,0.523752,0.771816,0.490909
FBtr0344904,6663394,6664195,801,156.0,536.0,45.0936,227.323,0.8164794007490637,0.94382,0.9612983770287141,0.434322,0.657372,0.438703
FBtr0344904.1,6664149,6664195,46,156.0,156.0,24.7826,9.41304,0.0,1.0,0.32608695652173914,0.00504348,0.0453261,0.133457
FBtr0336657,6681795,6682394,599,5.0,317.0,51.3523,351.551,1.0,0.906511,1.0,0.671993,1.16558,1.20426
FBtr0336657.1,6681795,6682394,599,5.0,317.0,51.3523,351.551,1.0,0.906511,1.0,0.671993,1.16558,1.20426
FBtr0336660,6682520,6683749,1229,3.0,169.0,40.0651,81.5058,1.0,0.95118,1.0,0.382028,0.622046,0.491355
FBtr0336660.1,6682520,6683749,1229,3.0,169.0,40.0651,81.5058,1.0,0.95118,1.0,0.382028,0.622046,0.491355
FBtr0309820.1,6707305,6707375,70,103.0,3.0,44.2857,281.914,1.0,0.828571,0.2857142857142857,0.960086,1.43214,1.07721
FBtr0309820,6707305,6708960,1655,103.0,62102.0,44.0483,392.575,1.0,0.953474,0.9697885196374623,0.481727,0.702611,0.665179
FBtr0309821.1,6708444,6708488,44,6.0,14.0,29.5455,119.5,1.0,1.0,1.0,0.00522727,0.0539091,-0.0060909
FBtr0309821,6708444,6708960,516,6.0,35.0,37.8682,120.176,1.0,0.96124,1.0,0.397895,0.562684,0.45655
FBtr0309820.2,6708548,6708634,86,9.0,35.0,41.6279,90.814,1.0,0.976744,1.0,0.38857,0.569953,0.310558
FBtr0309821.2,6708548,6708634,86,9.0,35.0,41.6279,90.814,1.0,0.976744,1.0,0.38857,0.569953,0.310558
FBtr0309820.3,6708718,6708960,242,3.0,5.0,40.9917,92.1983,1.0,0.954545,1.0,0.483145,0.733041,0.730417
FBtr0309821.3,6708718,6708960,242,3.0,5.0,40.9917,92.1983,1.0,0.954545,1.0,0.483145,0.733041,0.730417
FBtr0340501.3,6820559,6821146,587,2.0,8.0,50.1193,10.184,1.0,0.938671,0.7802385008517888,0.732555,1.5797,1.56777
FBtr0340501,6820559,6822596,2037,2.0,11.0,42.8571,15.9864,1.0,0.958763,0.5832106038291606,0.545198,0.990085,0.991127
FBtr0340501.2,6821206,6821292,86,2.0,5.0,36.0465,1.57627,1.0,1.0,0.7209302325581395,0.256488,0.174198,0.124058
FBtr0340501.1,6821964,6822596,632,2.0,11.0,49.019,9.86392,1.0,0.94462,0.5506329113924051,0.739184,1.24838,1.20023
FBtr0336661,6841544,6842094,550,46.0,46.0,47.3818,17.5068,1.0,0.914545,0.45454545454545453,0.491936,0.777744,0.778749
FBtr0336661.1,6841544,6842094,550,46.0,46.0,47.3818,17.5068,1.0,0.914545,0.45454545454545453,0.491936,0.777744,0.778749
FBtr0336743.1,6873148,6873265,117,436.0,105.0,49.9145,212.991,1.0,0.974359,0.7008547008547008,0.307274,0.736,1.64903
FBtr0336743,6873148,6880088,6940,436.0,124844.0,44.2104,133.37,1.0,0.923631,0.8929394812680115,0.577268,1.15467,2.43755
FBtr0336742.1,6875437,6875550,113,2.0,2.0,46.9027,6.39823,1.0,0.787611,1.0,0.825912,1.76859,3.95805
FBtr0336742,6875437,6880088,4651,2.0,124844.0,44.5453,106.805,1.0,0.929693,0.9185121479251774,0.587779,1.14387,2.44266
FBtr0336742.2,6875981,6876197,216,4.0,17.0,46.8519,1.0,1.0,0.944444,1.0,0.736972,1.15778,1.38125
FBtr0336743.2,6875981,6876197,216,4.0,17.0,46.8519,1.0,1.0,0.944444,1.0,0.736972,1.15778,1.38125
FBtr0336742.3,6876272,6876371,99,26.0,42.0,43.0303,3.12121,1.0,0.979798,0.020202020202020204,0.250929,0.315586,0.429889
FBtr0336743.3,6876272,6876371,99,26.0,42.0,43.0303,3.12121,1.0,0.979798,0.020202020202020204,0.250929,0.315586,0.429889
FBtr0336742.4,6879657,6879807,150,2.0,4.0,51.3333,6.31333,1.0,0.98,1.0,0.769187,1.65754,6.42421
FBtr0336743.4,6879657,6879807,150,2.0,4.0,51.3333,6.31333,1.0,0.98,1.0,0.769187,1.65754,6.42421
FBtr0336742.5,6879858,6880088,230,3.0,27.0,41.7391,5.33478,1.0,0.93913,1.0,0.710165,1.32359,3.72858
FBtr0336743.5,6879858,6880088,230,3.0,27.0,41.7391,5.33478,1.0,0.93913,1.0,0.710165,1.32359,3.72858
FBtr0336744,6979495,6980195,700,338.0,338.0,43.8571,22.2329,1.0,0.958571,0.9642857142857143,0.573666,0.839043,0.762784
FBtr0336744.1,6979495,6980195,700,338.0,338.0,43.8571,22.2329,1.0,0.958571,0.9642857142857143,0.573666,0.839043,0.762784
FBtr0344617,6980394,6981195,801,18.0,80.0,48.2397,38.0487,1.0,0.957553,0.6279650436953808,0.808874,1.25902,1.18086
FBtr0344617.1,6980394,6981195,801,18.0,80.0,48.2397,38.0487,1.0,0.957553,0.6279650436953808,0.808874,1.25902,1.18086
FBtr0340502,7134494,7135095,601,2.0,5.0,49.0849,57.1098,1.0,0.933444,0.13311148086522462,0.816358,1.89127,1.92544
FBtr0340502.1,7134494,7135095,601,2.0,5.0,49.0849,57.1098,1.0,0.933444,0.13311148086522462,0.816358,1.89127,1.92544
FBtr0336881,7149794,7150094,300,47.0,47.0,41.6,22.06,1.0,0.963333,0.6133333333333333,0.634263,1.0428,0.740883
FBtr0336881.1,7149794,7150094,300,47.0,47.0,41.6,22.06,1.0,0.963333,0.6133333333333333,0.634263,1.0428,0.740883
FBtr0345539,7254601,7256696,2095,142.0,142.0,45.4893,129.365,1.0,0.944153,0.8634844868735083,0.544711,0.924586,0.836767
FBtr0345539.1,7254601,7256696,2095,142.0,142.0,45.4893,129.365,1.0,0.944153,0.8634844868735083,0.544711,0.924586,0.836767
FBtr0344905.1,7325895,7326076,181,78.0,9.0,27.2928,41.2541,1.0,0.983425,0.30386740331491713,0.454646,0.790646,0.85447
FBtr0344906.1,7325895,7326076,181,78.0,9.0,27.2928,41.2541,1.0,0.983425,0.30386740331491713,0.454646,0.790646,0.85447
FBtr0344905,7325895,7335195,9300,78.0,219.0,45.4086,57.5211,0.4696774193548387,0.937204,0.8901075268817205,0.765228,2.04106,4.79587
FBtr0344906,7325895,7335195,9300,78.0,219.0,45.4086,57.5211,0.4696774193548387,0.937204,0.8901075268817205,0.765228,2.04106,4.79587
FBtr0344905.2,7333521,7333639,118,9.0,9.0,43.7288,9.0339,1.0,0.79661,1.0,0.914169,1.39212,1.36524
FBtr0344905.3,7333695,7333910,215,9.0,23.0,61.3953,21.7674,1.0,0.95814,1.0,0.955874,2.15596,3.5285
FBtr0344906.2,7333695,7333910,215,9.0,23.0,61.3953,21.7674,1.0,0.95814,1.0,0.955874,2.15596,3.5285
FBtr0344905.4,7334400,7334783,383,19.0,48.0,56.8668,17.7023,1.0,0.960836,1.0,0.909084,2.30387,4.45898
FBtr0344906.3,7334400,7334783,383,19.0,48.0,56.8668,17.7023,1.0,0.960836,1.0,0.909084,2.30387,4.45898
FBtr0344905.5,7334868,7335195,327,4.0,51.0,61.1009,13.052,1.0,0.914373,1.0,0.864804,2.10873,4.8207
FBtr0344906.4,7334868,7335195,327,4.0,51.0,61.1009,13.052,1.0,0.914373,1.0,0.864804,2.10873,4.8207
FBtr0334802,7343344,7343695,351,173.0,160.0,53.3903,12.604,1.0,0.897436,1.0,0.867692,2.27651,4.60719
FBtr0334802.1,7343344,7343695,351,173.0,160.0,53.3903,12.604,1.0,0.897436,1.0,0.867692,2.27651,4.60719
FBtr0336910,7394995,7396194,1199,71.0,29604.0,43.8365,367.153,1.0,0.939116,0.817347789824854,0.389179,0.94539,2.53808
FBtr0336910.1,7394995,7396194,1199,71.0,29604.0,43.8365,367.153,1.0,0.939116,0.817347789824854,0.389179,0.94539,2.53808
FBtr0344614.2,7422495,7422831,336,11.0,74.0,48.9881,29.2054,1.0,0.96131,0.8035714285714286,0.597039,0.738634,0.721586
FBtr0344614,7422495,7422994,499,88.0,88.0,46.4529,47.1944,1.0,0.93988,0.8677354709418837,0.682591,1.13266,1.17502
FBtr0344614.1,7422898,7422994,96,88.0,88.0,42.9167,93.625,1.0,0.947917,1.0,0.76674,1.53249,1.62793
FBtr0336914,7429495,7429995,500,27.0,483.0,51.4,456.556,1.0,0.882,0.772,0.574034,1.2457,1.32172
FBtr0336914.1,7429495,7429995,500,27.0,483.0,51.4,456.556,1.0,0.882,0.772,0.574034,1.2457,1.32172
FBtr0344615,7431695,7432496,801,3.0,15.0,53.633,170.322,1.0,0.855181,0.8589263420724095,0.60965,1.07714,1.23295
FBtr0344615.1,7431695,7432496,801,3.0,15.0,53.633,170.322,1.0,0.855181,0.8589263420724095,0.60965,1.07714,1.23295
FBtr0345668,7451669,7452365,696,182.0,182.0,42.1552,205.996,1.0,0.95546,0.9224137931034483,0.258305,0.195078,0.166566
FBtr0345668.1,7451669,7452365,696,182.0,182.0,42.1552,205.996,1.0,0.95546,0.9224137931034483,0.258305,0.195078,0.166566
FBtr0336917.1,7492363,7492792,429,163.0,3064.0,53.9394,424.191,1.0,0.941725,1.0,0.666979,1.26532,1.27682
FBtr0329875,7492363,7493497,1134,163.0,3064.0,49.4356,340.875,1.0,0.917989,1.0,0.680113,1.30199,1.30505
FBtr0329875.1,7492363,7493497,1134,163.0,3064.0,49.4356,340.875,1.0,0.917989,1.0,0.680113,1.30199,1.30505
FBtr0336917,7492363,7493497,1134,163.0,3064.0,49.4356,340.875,1.0,0.917989,1.0,0.680113,1.30199,1.30505
FBtr0336917.2,7493354,7493497,143,46.0,223.0,43.2168,171.888,1.0,0.979021,1.0,0.724273,1.2748,0.891853
FBtr0336938.2,7533189,7533335,146,4.0,4.0,43.2877,756.925,1.0,0.849315,1.0,0.177808,0.198966,0.105288
FBtr0336938,7533189,7533497,308,36.0,976.0,39.3506,799.159,1.0,0.896104,1.0,0.137042,0.170646,0.0526006
FBtr0336938.1,7533407,7533497,90,36.0,976.0,48.6667,834.611,1.0,0.9,1.0,0.0505667,0.185489,0.179256
FBtr0344907.2,7578664,7579231,567,23.0,25.0,51.6402,12.9365,0.21164021164021163,0.904762,1.0,0.930238,2.78215,9.10909
FBtr0344907,7578664,7579929,1265,335.0,665.0,50.9091,12.6419,0.09486166007905138,0.916206,1.0,0.841443,2.55172,8.2168
FBtr0344907.1,7579286,7579929,643,335.0,665.0,51.7574,7.19907,0.0,0.930016,1.0,0.80212,2.43646,7.76737
FBtr0340503,7621886,7622695,809,1.0,37.0,48.1582,122.519,1.0,0.894932,1.0,0.690983,1.25842,1.20416
FBtr0340503.1,7621886,7622695,809,1.0,37.0,48.1582,122.519,1.0,0.894932,1.0,0.690983,1.25842,1.20416
FBtr0344908.2,7631494,7634297,2803,19.0,8386.0,46.4574,112.469,1.0,0.933999,0.6400285408490902,0.687804,1.16539,1.30566
FBtr0344908,7631494,7635219,3725,2077.0,8386.0,45.8685,98.7543,1.0,0.938255,0.6665771812080536,0.640257,1.1713,1.66108
FBtr0344908.1,7634352,7635219,867,2077.0,2077.0,44.2907,38.4715,1.0,0.926182,0.7312572087658593,0.491145,1.18647,2.80859
FBtr0344725.1,7783333,7783381,48,118.0,118.0,47.9167,167.833,1.0,0.791667,1.0,0.954083,1.94696,3.95773
FBtr0344724.1,7783333,7783397,64,118.0,118.0,50.3125,163.875,1.0,0.71875,1.0,0.895781,1.93936,4.71681
FBtr0344724,7783333,7785585,2252,118.0,23954.0,45.8437,53.5712,1.0,0.920959,0.9023090586145648,0.574501,1.37737,4.02758
FBtr0344725,7783333,7785585,2252,118.0,23954.0,45.8437,53.5712,1.0,0.920959,0.9023090586145648,0.574501,1.37737,4.02758
FBtr0344724.2,7783482,7785585,2103,6.0,23954.0,46.3053,33.3046,1.0,0.922492,0.8953875416072278,0.572172,1.3567,3.9778
FBtr0344725.2,7783482,7785585,2103,6.0,23954.0,46.3053,33.3046,1.0,0.922492,0.8953875416072278,0.572172,1.3567,3.9778
FBtr0339301,7992195,7992567,372,13442.0,13442.0,39.086,20.0968,1.0,0.959677,0.0,0.854223,1.76733,1.80315
FBtr0339301.1,7992195,7992567,372,13442.0,13442.0,39.086,20.0968,1.0,0.959677,0.0,0.854223,1.76733,1.80315
FBtr0345478,8019175,8026595,7420,181.0,181.0,44.5822,188.257,1.0,0.937466,0.6132075471698113,0.544455,1.0327,1.08311
FBtr0345478.1,8019175,8026595,7420,181.0,181.0,44.5822,188.257,1.0,0.937466,0.6132075471698113,0.544455,1.0327,1.08311
FBtr0329886.2,8028928,8029307,379,37.0,12.0,45.277,71.2058,1.0,0.963061,0.13192612137203166,0.567462,0.979921,0.917992
FBtr0345479.2,8028928,8029307,379,37.0,12.0,45.277,71.2058,1.0,0.963061,0.13192612137203166,0.567462,0.979921,0.917992
FBtr0345479,8028928,8029433,505,470.0,470.0,44.5545,116.628,1.0,0.966337,0.3485148514851485,0.563814,1.05412,1.1351
FBtr0329886,8028928,8029935,1007,47.0,470.0,47.7458,192.107,1.0,0.959285,0.6732869910625621,0.554385,1.13421,1.39798
FBtr0345479.1,8029361,8029433,72,470.0,470.0,43.8889,267.278,1.0,1.0,1.0,0.635681,1.86304,2.77844
FBtr0329886.1,8029361,8029935,574,47.0,470.0,50.0697,264.655,1.0,0.956446,1.0,0.556287,1.29609,1.80241
FBtr0334804.1,8157160,8157229,69,62.0,55.0,25.7971,2.6087,1.0,0.985507,0.0,0.544667,0.206275,0.42213
FBtr0334805.1,8157160,8157229,69,62.0,55.0,25.7971,2.6087,1.0,0.985507,0.0,0.544667,0.206275,0.42213
FBtr0334804,8157160,8158260,1100,62.0,220.0,44.0909,19.2624,0.5209090909090909,0.938182,0.4890909090909091,0.633303,0.424936,1.70275
FBtr0334805,8157160,8158260,1100,62.0,220.0,44.0909,19.2624,0.5209090909090909,0.938182,0.4890909090909091,0.633303,0.424936,1.70275
FBtr0334804.2,8157284,8157717,433,8.0,13.0,48.545,5.50577,1.0,0.916859,0.2979214780600462,0.878522,0.746231,3.30864
FBtr0334805.2,8157284,8157717,433,8.0,13.0,48.545,5.50577,1.0,0.916859,0.2979214780600462,0.878522,0.746231,3.30864
FBtr0334804.3,8157759,8158260,501,2.0,220.0,45.3892,14.7625,0.0,0.952096,0.8143712574850299,0.411848,0.179112,0.541557
FBtr0334805.3,8157766,8158260,494,2.0,220.0,45.2632,14.8583,0.0,0.953441,0.8259109311740891,0.403666,0.168692,0.530848
FBtr0339311,8229295,8230796,1501,425.0,425.0,54.7901,56.7889,1.0,0.889407,0.31778814123917387,0.875985,2.13342,3.60594
FBtr0339311.1,8229295,8230796,1501,425.0,425.0,54.7901,56.7889,1.0,0.889407,0.31778814123917387,0.875985,2.13342,3.60594
FBtr0473388,8230531,8231065,534,17.0,22.0,46.367,153.096,1.0,0.913858,0.4681647940074906,0.668801,1.27378,1.38229
FBtr0473388.1,8230531,8231065,534,17.0,22.0,46.367,153.096,1.0,0.913858,0.4681647940074906,0.668801,1.27378,1.38229
FBtr0473387,8231103,8231588,485,315.0,304.0,41.2784,111.79,1.0,0.971134,0.4742268041237113,0.915357,2.32103,2.7108
FBtr0473387.1,8231103,8231588,485,315.0,304.0,41.2784,111.79,1.0,0.971134,0.4742268041237113,0.915357,2.32103,2.7108
FBtr0339314,8241595,8242017,422,829.0,829.0,46.7773,497.701,1.0,0.964455,1.0,0.675204,1.06533,1.08451
FBtr0339314.1,8241595,8242017,422,829.0,829.0,46.7773,497.701,1.0,0.964455,1.0,0.675204,1.06533,1.08451
FBtr0340505,8242395,8243500,1105,4.0,319.0,41.991,183.586,1.0,0.945701,0.7936651583710407,0.65031,1.31708,1.29583
FBtr0340505.1,8242395,8243500,1105,4.0,319.0,41.991,183.586,1.0,0.945701,0.7936651583710407,0.65031,1.31708,1.29583
FBtr0340504,8245794,8246295,501,1.0,107.0,43.1537,41.004,1.0,0.928144,0.21956087824351297,0.575892,1.0776,1.05333
FBtr0340504.1,8245794,8246295,501,1.0,107.0,43.1537,41.004,1.0,0.928144,0.21956087824351297,0.575892,1.0776,1.05333
